KEGG_ID,RHEA_ID,Protein,Stoichiometry,Isozyme
R02670,RHEA:30275,SAPIG1336,2,0
R12433,RHEA:49288,SAPIG0408,1,0
R12433,RHEA:49288,SAPIG1025,1,0
R02851,RHEA:37587,SAPIG1803,2,0
R12425,RHEA:20213,SAPIG0663,1,0
R03858,RHEA:31094,SAPIG0241,1,0
R03858,RHEA:31094,SAPIG1581,24,0
R00844,RHEA:11099,SAPIG1472,1,0
R04566,RHEA:78667,SAPIG1230,4,0
R04566,RHEA:41888,SAPIG1230,4,0
R04751,RHEA:31210,SAPIG0243,4,0
R00236,RHEA:23176,SAPIG1785,1,0
R02094,RHEA:13520,SAPIG0548,1,0
R08550,RHEA:15048,SAPIG1093,2,0
R08550,RHEA:15048,SAPIG1584,2,0
R07459,RHEA:43347,SAPIG2327,2,0
R03194,RHEA:32462,SAPIG2451,1,0
R01196,RHEA:12768,SAPIG1292,1,1
R01196,RHEA:44143,SAPIG1292,1,1
R01196,RHEA:12768,SAPIG1291,1,1
R01196,RHEA:44143,SAPIG1291,1,1
R10002,RHEA:27974,SAPIG0787,2,0
R01830,RHEA:27629,SAPIG1344,2,0
R03332,RHEA:43484,SAPIG2059,1,0
R03332,RHEA:43484,SAPIG0113,1,0
R01186,RHEA:30738,SAPIG1104,1,0
R04952,RHEA:41823,SAPIG0980,1,0
R04952,RHEA:42251,SAPIG0980,1,0
R01054,RHEA:10415,SAPIG1565,1,0
R00480,RHEA:23779,SAPIG1329,1,0
R00480,RHEA:23779,SAPIG1394,1,0
R00519,RHEA:15988,SAPIG0191,2,0
R00519,RHEA:15988,SAPIG2360,1,0
R08648,RHEA:27657,SAPIG2268,1,1
R08648,RHEA:27657,SAPIG2268,1,1
R08648,RHEA:27657,SAPIG2093,1,1
R08648,RHEA:27657,SAPIG2268,1,0
R08648,RHEA:27657,SAPIG2268,1,0
R01811,RHEA:23299,SAPIG0328,4,0
R01724,RHEA:36166,SAPIG2008,1,0
R01954,RHEA:10935,SAPIG0944,4,0
R02101,RHEA:12107,SAPIG1428,2,0
R01700,RHEA:12188,SAPIG1415,2,0
R00248,RHEA:11615,SAPIG0537,1,1
R00248,RHEA:11615,SAPIG0538,1,1
R01993,RHEA:24299,SAPIG1198,1,0
R07763,RHEA:39151,SAPIG1230,4,0
R07763,RHEA:41920,SAPIG1230,4,0
R01978,RHEA:10191,SAPIG2596,2,0
R02081,RHEA:14836,SAPIG2595,4,0
R00139,RHEA:25237,SAPIG1467,4,0
R00590,RHEA:40666,SAPIG2581,1,1
R00590,RHEA:40666,SAPIG2582,1,1
R05305,RHEA:11171,SAPIG0242,1,0
R11383,RHEA:49007,SAPIG2356,1,0
R07950,RHEA:39135,SAPIG0243,4,0
R04203,RHEA:13284,SAPIG0242,1,0
R07145,RHEA:10163,SAPIG0260,4,0
R02099,RHEA:28209,SAPIG2161,2,0
R11635,RHEA:51631,SAPIG2664,4,0
R00650,RHEA:21823,SAPIG0437,1,0
R05286,RHEA:30050,SAPIG0181,1,0
R05286,RHEA:30050,SAPIG2164,1,0
R09793,RHEA:31554,SAPIG2613,1,0
R03191,RHEA:12248,SAPIG0814,1,0
R05571,RHEA:28109,SAPIG0262,1,0
R01078,RHEA:22063,SAPIG2478,2,0
R01073,RHEA:11771,SAPIG1370,2,0
R01061,RHEA:10303,SAPIG0851,4,0
R01061,RHEA:10303,SAPIG1741,4,0
R01526,RHEA:17604,SAPIG0627,1,0
R02485,RHEA:13436,SAPIG1633,1,0
R12552,RHEA:30835,SAPIG0168,2,0
R11712,RHEA:52331,SAPIG2009,2,0
R04037,RHEA:20049,SAPIG2723,1,0
R02767,RHEA:17400,SAPIG1230,4,0
R05168,RHEA:18152,SAPIG0778,2,0
R01015,RHEA:18588,SAPIG0853,2,0
R04967,RHEA:44968,SAPIG1006,4,0
R04967,RHEA:41896,SAPIG1006,4,0
R03035,RHEA:19804,SAPIG1121,6,0
R09030,RHEA:28433,SAPIG2388,2,0
R07461,RHEA:48612,SAPIG1768,1,0
R01123,RHEA:23287,SAPIG2398,8,0
R01878,RHEA:16072,SAPIG1633,1,0
R02722,RHEA:10535,SAPIG1373,2,1
R02722,RHEA:10535,SAPIG1374,2,1
R04326,RHEA:31134,SAPIG1070,1,0
R00084,RHEA:13188,SAPIG1725,1,0
R03012,RHEA:33802,SAPIG2729,1,0
R01312,RHEA:10607,SAPIG2059,1,0
R00361,RHEA:46015,SAPIG2418,1,0
R00361,RHEA:46015,SAPIG2655,1,0
R01253,RHEA:23787,SAPIG1818,1,0
R01069,RHEA:22951,SAPIG2252,1,0
R12427,RHEA:17665,SAPIG1598,1,0
R04065,RHEA:31062,SAPIG0181,1,0
R04065,RHEA:31062,SAPIG2164,1,0
R01154,RHEA:25184,SAPIG2423,1,0
R02027,RHEA:78970,SAPIG2059,1,0
R02027,RHEA:32927,SAPIG2059,1,0
R00511,RHEA:29370,SAPIG0025,2,0
R00511,RHEA:29370,SAPIG0159,1,0
R00511,RHEA:29370,SAPIG1104,1,0
R03778,RHEA:31090,SAPIG0241,1,0
R03778,RHEA:31090,SAPIG1581,24,0
R04536,RHEA:45844,SAPIG1230,4,0
R10516,RHEA:42319,SAPIG1292,1,1
R10516,RHEA:42319,SAPIG1291,1,1
R00848,RHEA:31286,SAPIG1303,1,0
R03236,RHEA:12423,SAPIG2253,1,0
R01561,RHEA:27645,SAPIG0150,6,0
R01561,RHEA:27645,SAPIG1184,2,0
R01561,RHEA:27645,SAPIG2180,6,0
R00351,RHEA:16848,SAPIG1749,2,0
R02093,RHEA:27685,SAPIG1467,4,0
R04426,RHEA:10895,SAPIG2097,2,0
R02340,RHEA:14084,SAPIG1373,2,1
R02340,RHEA:14084,SAPIG1374,2,1
R03232,RHEA:49255,SAPIG0777,1,0
R02260,RHEA:21748,SAPIG1836,1,0
R02739,RHEA:16252,SAPIG0945,1,0
R00310,RHEA:22587,SAPIG0425,1,0
R00829,RHEA:19484,SAPIG0241,1,0
R04959,RHEA:44952,SAPIG1006,4,0
R04959,RHEA:41848,SAPIG1006,4,0
R01220,RHEA:22815,SAPIG1071,1,0
R04178,RHEA:43439,SAPIG1112,1,0
R02235,RHEA:31103,SAPIG1427,1,0
R01172,RHEA:22971,SAPIG0162,20,0
R11713,RHEA:52335,SAPIG2009,2,0
R04953,RHEA:45828,SAPIG1230,4,0
R04953,RHEA:41824,SAPIG1230,4,0
R04953,RHEA:41840,SAPIG1230,4,0
R05338,RHEA:25204,SAPIG0645,1,0
R02060,RHEA:23427,SAPIG2216,1,0
R04640,RHEA:15472,SAPIG2725,1,0
R09394,RHEA:49579,SAPIG2319,1,0
R01325,RHEA:10231,SAPIG1352,1,0
R00538,RHEA:16188,SAPIG0181,1,0
R00538,RHEA:16188,SAPIG2164,1,0
R04972,RHEA:31242,SAPIG1899,2,0
R04726,RHEA:41887,SAPIG0980,1,0
R04754,RHEA:28357,SAPIG0243,4,0
R04725,RHEA:44964,SAPIG1006,4,0
R04725,RHEA:41880,SAPIG1006,4,0
R00858,RHEA:13804,SAPIG2668,8,0
R01373,RHEA:21651,SAPIG2010,2,0
R01421,RHEA:14965,SAPIG1406,1,0
R00963,RHEA:29362,SAPIG0025,2,0
R00963,RHEA:29362,SAPIG0159,1,0
R00963,RHEA:29362,SAPIG1104,1,0
R02190,RHEA:11003,SAPIG0629,1,0
R00965,RHEA:11599,SAPIG1201,2,0
R00352,RHEA:21163,SAPIG1245,4,1
R00352,RHEA:21163,SAPIG1246,4,1
R03503,RHEA:11415,SAPIG0582,1,0
R04030,RHEA:17012,SAPIG1844,1,0
R00315,RHEA:11355,SAPIG1764,2,0
R04957,RHEA:41839,SAPIG0980,1,0
R03460,RHEA:21259,SAPIG1464,1,0
R07460,RHEA:17460,SAPIG0899,1,0
R07460,RHEA:17460,SAPIG1686,1,0
R07460,RHEA:17460,SAPIG1769,1,0
R01665,RHEA:25097,SAPIG1476,1,0
R04109,RHEA:12347,SAPIG1727,2,0
R05339,RHEA:25903,SAPIG0646,4,0
R02135,RHEA:47951,SAPIG2676,1,0
R00631,RHEA:49835,SAPIG0181,1,0
R00631,RHEA:49835,SAPIG0199,1,0
R00631,RHEA:49835,SAPIG2164,1,0
R01227,RHEA:27717,SAPIG0025,2,0
R01227,RHEA:27717,SAPIG0159,1,0
R01227,RHEA:27717,SAPIG1104,1,0
R04391,RHEA:16373,SAPIG2172,2,0
R05332,RHEA:13728,SAPIG0565,3,0
R01655,RHEA:23703,SAPIG1061,2,0
R00332,RHEA:20783,SAPIG1207,1,0
R05068,RHEA:13493,SAPIG2095,1,0
R01868,RHEA:30190,SAPIG2639,1,0
R01868,RHEA:18076,SAPIG2639,1,0
R04620,RHEA:25306,SAPIG2676,1,0
R01030,RHEA:16064,SAPIG0040,1,0
R01030,RHEA:16064,SAPIG0942,1,0
R01030,RHEA:16064,SAPIG1773,1,0
R02678,RHEA:30870,SAPIG0181,1,0
R02678,RHEA:30870,SAPIG2164,1,0
R00238,RHEA:21039,SAPIG0434,1,0
R04231,RHEA:19400,SAPIG1209,1,0
R07343,RHEA:24059,SAPIG1104,1,0
R03067,RHEA:19952,SAPIG0580,2,0
R00674,RHEA:26437,SAPIG1373,2,1
R00674,RHEA:26437,SAPIG1374,2,1
R04364,RHEA:13088,SAPIG1398,1,0
R00127,RHEA:12976,SAPIG2282,1,0
R07411,RHEA:28073,SAPIG1113,1,0
R04440,RHEA:31142,SAPIG2095,1,0
R07168,RHEA:19824,SAPIG0437,1,0
R02719,RHEA:28533,SAPIG0025,2,0
R02719,RHEA:28533,SAPIG0159,1,0
R02719,RHEA:28533,SAPIG1104,1,0
R01324,RHEA:10339,SAPIG1352,1,0
R07280,RHEA:25200,SAPIG0634,1,0
R07280,RHEA:25200,SAPIG0971,1,0
R00985,RHEA:21732,SAPIG1368,2,1
R00985,RHEA:21732,SAPIG1369,2,1
R00985,RHEA:21732,SAPIG0790,2,0
R01752,RHEA:30786,SAPIG0181,1,0
R01752,RHEA:30786,SAPIG2164,1,0
R01801,RHEA:12596,SAPIG1285,1,0
R01801,RHEA:12596,SAPIG1285,1,0
R02748,RHEA:27753,SAPIG0150,6,0
R02748,RHEA:27753,SAPIG1184,2,0
R02748,RHEA:27753,SAPIG2180,6,0
R02472,RHEA:16236,SAPIG2495,1,0
R02472,RHEA:16236,SAPIG2648,1,0
R01525,RHEA:19924,SAPIG0269,1,1
R01525,RHEA:19924,SAPIG0264,1,1
R03024,RHEA:21667,SAPIG2676,1,0
R02971,RHEA:22475,SAPIG2172,2,0
R02285,RHEA:22495,SAPIG2385,1,0
R00190,RHEA:16612,SAPIG1698,2,0
R00707,RHEA:16420,SAPIG2605,1,0
R02089,RHEA:23455,SAPIG0631,2,0
R12353,RHEA:59139,SAPIG2241,1,0
R03458,RHEA:17848,SAPIG1822,1,0
R08146,RHEA:24219,SAPIG0181,1,0
R08146,RHEA:24219,SAPIG2164,1,0
R04559,RHEA:23923,SAPIG2002,4,0
R01716,RHEA:11675,SAPIG0791,1,0
R10712,RHEA:47851,SAPIG2134,1,0
R00137,RHEA:21363,SAPIG1659,1,0
R03457,RHEA:11043,SAPIG2727,1,0
R04617,RHEA:28377,SAPIG2123,1,0
R00150,RHEA:10155,SAPIG1164,1,0
R00150,RHEA:10155,SAPIG2682,1,0
R03531,RHEA:28345,SAPIG1147,2,0
R03283,RHEA:17988,SAPIG0181,1,0
R03283,RHEA:17988,SAPIG2164,1,0
R01728,RHEA:13872,SAPIG1366,1,0
R11329,RHEA:49575,SAPIG1898,1,0
R04780,RHEA:11064,SAPIG2568,1,0
R01121,RHEA:23735,SAPIG0665,2,0
R00772,RHEA:12359,SAPIG2692,1,0
R00009,RHEA:20312,SAPIG1336,2,0
R08240,RHEA:11708,SAPIG0467,3,0
R01175,RHEA:30734,SAPIG0243,4,0
R01900,RHEA:22147,SAPIG1352,1,0
R11634,RHEA:51619,SAPIG2664,2,0
R00571,RHEA:16600,SAPIG2169,4,0
R00269,RHEA:32966,SAPIG2071,1,0
R04377,RHEA:39034,SAPIG1013,1,0
R00624,RHEA:10743,SAPIG0686,1,0
R00624,RHEA:10743,SAPIG0162,20,0
R00921,RHEA:28049,SAPIG0662,1,0
R00226,RHEA:25252,SAPIG2268,1,1
R00226,RHEA:25252,SAPIG2093,1,1
R00839,RHEA:10775,SAPIG0280,1,0
R00927,RHEA:30722,SAPIG0241,1,0
R00927,RHEA:30722,SAPIG0434,1,0
R00703,RHEA:23447,SAPIG0252,4,0
R00703,RHEA:23447,SAPIG2650,4,0
R00856,RHEA:13364,SAPIG0720,4,0
R00856,RHEA:13364,SAPIG0720,2,0
R03083,RHEA:21971,SAPIG1465,1,0
R12354,RHEA:59143,SAPIG2239,1,0
R01401,RHEA:13620,SAPIG1664,1,0
R01214,RHEA:24816,SAPIG0629,1,0
R10117,RHEA:13097,SAPIG2141,1,0
R12241,RHEA:34075,SAPIG1355,1,0
R03940,RHEA:24383,SAPIG1215,1,0
R02412,RHEA:13124,SAPIG1603,1,0
R03245,RHEA:16344,SAPIG0666,2,0
R10052,RHEA:32274,SAPIG2097,2,0
R00220,RHEA:19172,SAPIG2581,1,1
R00220,RHEA:19172,SAPIG2582,1,1
R00220,RHEA:19172,SAPIG2100,4,0
R00220,RHEA:19172,SAPIG1437,2,0
R00451,RHEA:15104,SAPIG1401,2,0
R04393,RHEA:42403,SAPIG2250,1,0
R00414,RHEA:30686,SAPIG0169,2,0
R00414,RHEA:30686,SAPIG0178,1,0
R00414,RHEA:30686,SAPIG2153,1,0
R00245,RHEA:30238,SAPIG2605,1,0
R00875,RHEA:33034,SAPIG0260,4,0
R12309,RHEA:59120,SAPIG0135,2,0
R01071,RHEA:18476,SAPIG2730,1,0
R00801,RHEA:33795,SAPIG2078,1,0
R00801,RHEA:33795,SAPIG1573,1,0
R00161,RHEA:17240,SAPIG1274,1,0
R12344,RHEA:59112,SAPIG0136,2,0
R12344,RHEA:59112,SAPIG0136,4,0
R00939,RHEA:15012,SAPIG1427,1,0
R05051,RHEA:31246,SAPIG2605,1,0
R01135,RHEA:15756,SAPIG0017,2,0
R03509,RHEA:21543,SAPIG1372,1,0
R00416,RHEA:13512,SAPIG0565,3,0
R05233,RHEA:10736,SAPIG0162,20,0
R05233,RHEA:10736,SAPIG0686,1,0
R06728,RHEA:27509,SAPIG0858,2,0
R03898,RHEA:42424,SAPIG2099,1,1
R03898,RHEA:42424,SAPIG2098,1,1
R08572,RHEA:27377,SAPIG0818,2,0
R00259,RHEA:24292,SAPIG2723,1,0
R09492,RHEA:30262,SAPIG1055,1,0
R09492,RHEA:30262,SAPIG1056,1,0
R09492,RHEA:30262,SAPIG1057,1,0
R10619,RHEA:28675,SAPIG2391,1,0
R01197,RHEA:17297,SAPIG1291,1,1
R01197,RHEA:17297,SAPIG1292,1,1
R02733,RHEA:20408,SAPIG1399,1,0
R01602,RHEA:10264,SAPIG2391,1,0,
R02788,RHEA:23676,SAPIG1985,1,1
R02788,RHEA:23676,SAPIG1014,1,0
R04475,RHEA:11960,SAPIG0200,1,0
R02035,RHEA:12559,SAPIG2016,2,0
R01663,RHEA:22927,SAPIG1654,6,0
R04467,RHEA:25318,SAPIG1047,2,0
R02649,RHEA:14629,SAPIG0196,2,0
R03443,RHEA:21588,SAPIG0199,1,0
R00928,RHEA:23523,SAPIG0245,1,0
R09796,RHEA:27757,SAPIG0626,2,0
R01736,RHEA:25248,SAPIG0060,1,0
R01736,RHEA:25248,SAPIG0061,1,0
R01736,RHEA:25248,SAPIG1610,1,0
R00908,RHEA:30702,SAPIG2652,,
R03707,RHEA:12187,SAPIG0140,1,0
R01648,RHEA:23355,SAPIG2652,,
R03896,RHEA:22335,SAPIG2098,1,1
R03896,RHEA:22335,SAPIG2099,1,1
R01288,RHEA:27829,SAPIG0439,3,0
R07177,RHEA:10939,SAPIG0784,2,1
R00025,RHEA:26461,SAPIG0904,2,0
R04429,RHEA:52572,SAPIG1006,4,0
R04953,RHEA:41824,SAPIG1282,,
R04953,RHEA:41840,SAPIG1282,,
R04958,RHEA:41528,SAPIG1006,4,0
R04534,RHEA:41856,SAPIG1282,,
R04961,RHEA:54936,SAPIG1006,4,0
R04964,RHEA:41872,SAPIG1282,,
R04566,RHEA:41888,SAPIG1282,,
R04543,RHEA:41904,SAPIG1282,,
R04969,RHEA:54900,SAPIG1006,4,0
R07763,RHEA:41920,SAPIG1282,,
R07765,RHEA:41928,SAPIG1006,4,0
R02283,RHEA:18049,SAPIG0200,1,0
R02282,RHEA:15349,SAPIG0197,,
R02282,RHEA:15349,SAPIG0198,,
R01398,RHEA:19513,SAPIG1163,3,0
R01398,RHEA:19513,SAPIG2684,3,0
R00552,RHEA:19597,SAPIG2685,,
R00751,RHEA:19625,SAPIG1322,3,0
R06171,RHEA:26209,SAPIG1322,3,0
R02487,RHEA:30850,SAPIG0243,4,0
R02241,RHEA:19712,SAPIG1779,,
R02747,RHEA:44696,SAPIG1816,,
R02746,RHEA:15180,SAPIG1816,,
R03416,RHEA:32967,SAPIG1816,,
R00401,RHEA:22864,SAPIG2111,2,0
R07767,RHEA:16585,SAPIG0908,1,0
R03217,RHEA:30934,SAPIG0439,3,0
R11063,RHEA:26337,SAPIG0437,1,0
R02025,RHEA:21260,SAPIG1771,1,0
R09748,RHEA:30150,SAPIG0635,2,0
R10907,RHEA:38215,SAPIG1571,1,0
R01677,RHEA:30774,SAPIG0255,,
R01677,RHEA:30774,SAPIG2334,,
